,GCF_000956175.1_ASM95617v1,GCF_013407145.1_ASM1340714v1,GCF_000018465.1_ASM1846v1,GCF_013407165.1_ASM1340716v1,GCF_000875775.1_ASM87577v1,GCF_000007225.1_ASM722v1,GCF_000016385.1_ASM1638v1,GCF_000015805.1_ASM1580v1,GCF_000234805.1_ASM23480v1,GCF_000019805.1_ASM1980v1,GCF_900095295.1_MCBB,GCF_001458655.1_Mb9,GCF_000191585.1_ASM19158v1,GCF_000214725.1_ASM21472v1,GCF_002813695.1_ASM281369v1,GCF_000739065.1_ASM73906v1,GCF_000023985.1_ASM2398v1,GCF_000092305.1_ASM9230v1,GCF_000091665.1_ASM9166v1,GCF_000024625.1_ASM2462v1,GCF_000023965.1_ASM2396v1,GCF_000011085.1_ASM1108v1,GCF_018200015.1_ASM1820001v1,GCF_002844335.1_ASM284433v1,GCF_000007185.1_ASM718v1,GCF_000007065.1_ASM706v1,GCF_000969885.1_ASM96988v1,GCF_000969905.1_ASM96990v1,GCF_001304615.2_ASM130461v2,GCF_000970265.1_ASM97026v1,GCF_000195935.2_ASM19593v2,GCF_008245085.1_ASM824508v1,GCF_000011105.1_ASM1110v1,GCF_001577775.1_ASM157777v1,GCF_000215995.1_ASM21599v1,GCF_000800805.1_ASM80080v1,GCF_900090055.1_C.divulgatum_PM4,GCF_000152265.2_ASM15226v2,GCF_000008265.1_ASM826v1,GCF_000195915.1_ASM19591v1,GCF_000582535.1_ASM58253v1,GCF_000281235.1_ASM28123v1,GCF_018024475.1_ASM1802447v1,GCF_000026205.1_ASM2620v1,GCF_003640545.1_ASM364054v1,GCF_000734035.1_ASM73403v1,GCF_000025285.1_ASM2528v1,GCF_000385565.1_ASM38556v1,GCF_000194625.1_ASM19462v1,GCF_000025505.1_ASM2550v1,Genes,Z-DNAs,Z-DNAs_in_promoter,Genes_with_Z-DNAs_in_promoter,Max_zh-score,Average_zh-score,functions
4121,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_011224555.1,WP_004964963.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,0,0,0,-1.0,0.0,hypothetical protein
4122,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_011224579.1,WP_165897136.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,0,0,883.5764,883.5764,hypothetical protein
4123,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_011224615.1,WP_004964712.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,2,2,766.6232,766.6232,hypothetical protein
4124,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_011224616.1,WP_049919312.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,0,0,0,-1.0,0.0,hypothetical protein
4125,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_011224621.1,WP_004964679.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,3,1,1,17718.99,12115.4585,cupin domain-containing protein
4126,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_011224663.1,WP_004964473.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,3,0,0,2752.447,1538.945,sugar ABC transporter permease
4127,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_011224664.1,WP_004964470.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,0,0,0,-1.0,0.0,substrate-binding domain-containing protein
4128,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_011224679.1,WP_229380403.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,0,0,0,-1.0,0.0,DUF4382 domain-containing protein
4129,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_011224711.1,WP_004964169.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,4,0,0,883.5764,825.0998,phosphatase PAP2 family protein
4130,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_011224742.1,WP_193363573.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,1,1,1,883.5764,883.5764,hypothetical protein
4131,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_011224794.1,WP_004963816.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,0,0,0,-1.0,0.0,Rieske 2Fe-2S domain-containing protein
4132,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_011224870.1,WP_004966661.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,1,1,980.8116,906.91045,hypothetical protein
4133,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_011224874.1,WP_004966659.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,0,0,0,-1.0,0.0,hypothetical protein
4134,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_011224876.1,WP_004966657.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,0,0,0,-1.0,0.0,hypothetical protein
4135,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_011224891.1,WP_004966635.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,4,2,2,4270.735,2394.72595,hypothetical protein
4136,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_011224892.1,WP_004966634.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,6,1,1,8485.756,2595.0034333333333,hemolysin family protein
4137,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_011224893.1,WP_004966633.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,1,1,1,2752.447,2752.447,response regulator
4138,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_011224894.1,WP_004966632.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,5,0,0,8485.756,3375.99152,winged helix-turn-helix transcriptional regulator
4139,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_011224895.1,WP_004966631.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,33,1,1,23787.35,2608.715933333334,PAS domain S-box protein
4140,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_100909126.1,*,*,*,*,*,*,WP_011224896.1,WP_004966629.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,5,2,2,1090.564,963.20856,hybrid sensor histidine kinase/response regulator
4141,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_011224905.1,WP_004966612.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,7,1,1,1364.641,900.5368714285715,ABC transporter substrate-binding protein
4142,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_011224906.1,WP_004966611.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,6,2,2,2997.09,1500.1265,hypothetical protein
4143,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_011224960.1,WP_004966681.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,10,1,1,8323.257,1659.09514,Tm-1-like ATP-binding domain-containing protein
4144,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_011224980.1,WP_004966347.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,0,0,980.8116,932.194,PadR family transcriptional regulator
4145,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_011224984.1,WP_049919434.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,19,1,1,49376.54,4233.76322631579,PAS domain S-box protein
4146,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_011224998.1,WP_004966807.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,3,1,1,3428.529,1781.5511333333334,hypothetical protein
4147,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_011225003.1,WP_167545050.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,1,1,1,1390.269,1390.269,hypothetical protein
4148,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_011225012.1,WP_004966815.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,9,0,0,18180.95,3002.139866666667,amidase
4149,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_011225014.1,WP_004966476.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,1,1,783.823,781.22125,hypothetical protein
4150,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_011225015.1,WP_004966478.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,1,1,778.6195,642.24635,hypothetical protein
4151,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_011225031.1,WP_004966835.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,1,1,1,766.6232,766.6232,sensor domain-containing protein
4152,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_011225033.1,WP_004966838.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,0,0,0,-1.0,0.0,hypothetical protein
4153,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_011225048.1,"WP_011225048.1,WP_211552594.1",*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,10,0,0,8485.756,2530.6482,0.33300000000000002
4154,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_011225049.1,WP_004966857.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,5,1,1,1323.054,975.34124,AAA family ATPase
4155,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_011225052.1,WP_011225052.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,1,1,2183.574,1508.29165,hypothetical protein
4156,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_011225055.1,WP_004966499.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,1,0,0,865.283,865.283,hypothetical protein
4157,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_011225056.1,WP_004966500.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,2,2,3428.529,2272.575,hypothetical protein
4158,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_011225057.1,WP_004966501.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,1,1,1,571.3607,571.3607,exodeoxyribonuclease VII small subunit
4159,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,"WP_004594545.1,WP_011225058.1",WP_004966502.1,*,*,*,*,*,*,*,*,*,*,*,*,WP_048112152.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,8,1,1,1469.169,932.4958625,exodeoxyribonuclease VII large subunit
4160,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_011225060.1,WP_004966504.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,5,2,2,2997.09,1215.51422,universal stress protein
4161,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_011225073.1,WP_004966530.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,4,0,0,2752.447,1619.1185,hypothetical protein
4162,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_012807798.1,WP_011225078.1,WP_004966537.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,1,1,1,1692.984,1692.984,hypothetical protein
4163,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_023842963.1,WP_160164327.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,0,0,0,-1.0,0.0,hypothetical protein
4164,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_023843275.1,WP_167545046.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,0,0,0,-1.0,0.0,hypothetical protein
4165,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_049938392.1,WP_004967119.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,1,1,1,2679.36,2679.36,hypothetical protein
4166,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_049938431.1,WP_004966315.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,4,1,1,8485.756,3713.62225,hypothetical protein
4167,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,"WP_049938435.1,WP_232508494.1,WP_232508498.1",WP_004966303.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,3,1,1,8156.898,4533.679,0.25
4168,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_049938439.1,WP_004966901.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,0,0,3428.529,2114.6886,hypothetical protein
4169,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_049938463.1,WP_004966043.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,8,1,1,9492.083,2187.8735500000003,hypothetical protein
4170,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_049938464.1,WP_004966061.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,4,2,2,3428.529,1570.0999000000002,hypothetical protein
4171,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_049938483.1,WP_229380506.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,13,1,1,3428.529,1481.5551461538464,COG1361 S-layer family protein
4172,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_049938527.1,WP_004965858.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,6,2,2,1323.054,931.7751333333334,ABC transporter substrate-binding protein
4173,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_049938531.1,WP_004965809.1,*,*,*,*,*,*,*,*,*,*,WP_074964182.1,*,*,*,*,*,*,*,*,*,*,*,WP_148183449.1,*,*,*,*,4,4,1,1,2091.083,1086.7766,sodium:solute symporter family protein
4174,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_049938532.1,WP_004965807.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,3,1,1,1692.984,1075.826733333333,phosphate uptake regulator PhoU
4175,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_049938533.1,WP_004965794.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,1,1,1,883.5764,883.5764,hypothetical protein
4176,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_049938534.1,WP_004965792.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,0,0,0,-1.0,0.0,hypothetical protein
4177,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_049938542.1,WP_049919377.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,5,1,1,8485.756,2770.0315,IclR family transcriptional regulator
4178,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_049938604.1,WP_004965976.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,0,0,0,-1.0,0.0,IclR family transcriptional regulator
4179,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_049938668.1,WP_004963308.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,1,0,0,8922.646,8922.646,hypothetical protein
4180,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_049938679.1,WP_004963218.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,4,1,1,3661.11,2487.4567500000003,hypothetical protein
4181,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_049938713.1,WP_004962986.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,0,0,0,-1.0,0.0,hypothetical protein
4182,*,*,*,*,*,*,*,*,*,*,*,WP_048085265.1,*,*,WP_100908900.1,*,*,*,*,*,*,*,WP_229380389.1,*,*,*,*,*,*,WP_048126837.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_015590362.1,*,*,5,1,0,0,1515.735,1515.735,PAS domain S-box protein
4183,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_049938763.1,WP_049919199.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,3,0,0,783.823,719.1772666666666,sulfatase
4184,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_049938789.1,WP_004964252.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,3,0,0,2752.447,1351.4288666666669,hypothetical protein
4185,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_049938791.1,WP_004964295.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,0,0,0,-1.0,0.0,hypothetical protein
4186,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_049938796.1,*,*,*,*,*,*,*,WP_048125436.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,0,0,0,-1.0,0.0,right-handed parallel beta-helix repeat-containing protein
4187,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_049938798.1,WP_004962024.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,0,0,768.3246,768.3246,TIGR00341 family protein
4188,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_049938870.1,WP_004956730.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,3,0,0,48804.94,32774.1967,PQQ-like beta-propeller repeat protein
4189,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_049938888.1,WP_004957291.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,2,2,3428.529,3428.529,hypothetical protein
4190,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_049938940.1,WP_004958101.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,0,0,1551.702,1551.702,hypothetical protein
4191,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_049938955.1,WP_004958252.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,0,0,0,-1.0,0.0,hypothetical protein
4192,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_049938964.1,WP_004958506.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,6,0,0,980.8116,692.7234,pentapeptide repeat-containing protein
4193,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_048202002.1,WP_015791760.1,WP_013100510.1,*,WP_012819507.1,WP_012807772.1,WP_049938970.1,*,*,*,*,*,*,*,*,WP_010868611.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_232215781.1,*,8,0,0,0,-1.0,0.0,flagellin
4194,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_049939037.1,WP_004959854.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,4,2,2,883.5764,772.02755,DUF4166 domain-containing protein
4195,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_049939049.1,WP_004960113.1,WP_101348875.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,0,0,0,-1.0,0.0,hypothetical protein
4196,*,*,*,*,*,*,*,*,*,*,WP_071906425.1,*,*,*,*,*,*,*,*,*,*,WP_049939051.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,5,1,1,27872.66,6657.685520000001,phosphatase PAP2 family protein
4197,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_049939053.1,WP_004960146.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,0,0,0,-1.0,0.0,hypothetical protein
4198,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_049939081.1,WP_004964819.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,0,0,739.95,739.95,PAS domain S-box protein
4199,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_049939084.1,WP_049919310.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,0,0,0,-1.0,0.0,dual specificity protein phosphatase family protein
4200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_049939116.1,WP_004963707.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,4,2,2,13713.99,7347.400799999999,SLC13 family permease
4201,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_049939180.1,WP_004959062.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,9,0,0,3428.529,1838.7042444444448,hypothetical protein
4202,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_049939194.1,WP_004964523.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,0,0,0,-1.0,0.0,PGF-CTERM sorting domain-containing protein
4203,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_049939204.1,WP_049939204.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,1,1,1,1430.8,1430.8,hypothetical protein
4204,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_049939210.1,WP_049919497.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,1,1,1,883.5764,883.5764,hypothetical protein
4205,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_049939213.1,WP_004966808.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,3,2,2,6910.52,3751.5596333333337,"ribbon-helix-helix protein, CopG family"
4206,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_049939222.1,WP_049919448.1,WP_101351947.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,9,1,1,198956.2,23220.72384444445,hypothetical protein
4207,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_079890955.1,WP_004967040.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,1,0,0,883.5764,883.5764,primase-associated protein
4208,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,WP_079891001.1,WP_049919268.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,0,0,0,-1.0,0.0,DUF1328 domain-containing protein
